Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
8	GO:0044421~extracellular_region_part	8	1.473296501	0.054157301	MMP9, NDP, COL22A1, LEFTY2, CHI3L1, TNN, VGF, MMP11	47	960	12782	2.266312057	0.999588236	0.671618779	48.15734492
8	GO:0005615~extracellular_space	6	1.104972376	0.098251865	MMP9, NDP, LEFTY2, CHI3L1, TNN, VGF	47	685	12782	2.382109023	0.999999485	0.731862372	70.4844678
8	GO:0008083~growth_factor_activity	3	0.552486188	0.103188416	NDP, LEFTY2, VGF	45	161	12983	5.375983437	0.999999962	0.967279647	73.04000636
9	GO:0003006~reproductive_developmental_process	7	1.289134438	3.47E-04	SDC1, TEX15, HOXA13, OSR1, LEFTY2, VGF, GJB2	50	262	13528	7.22870229	0.186108956	0.050179437	0.510012981
9	GO:0032504~multicellular_organism_reproduction	4	0.73664825	0.258419217	TEX15, LEFTY2, OXTR, VGF	50	487	13528	2.222258727	1	0.942979063	98.78387987
9	GO:0048609~reproductive_process_in_a_multicellular_organism	4	0.73664825	0.258419217	TEX15, LEFTY2, OXTR, VGF	50	487	13528	2.222258727	1	0.942979063	98.78387987
9	GO:0042592~homeostatic_process	5	0.920810313	0.288372855	CALCB, TEX15, OXTR, CACNA1E, VGF	50	751	13528	1.801331558	1	0.957467729	99.33796229
9	GO:0019953~sexual_reproduction	3	0.552486188	0.497840719	TEX15, LEFTY2, VGF	50	458	13528	1.772227074	1	0.993600133	99.99612981
10	GO:0007631~feeding_behavior	3	0.552486188	0.025845198	FOS, PRLHR, OXTR	50	69	13528	11.76347826	0.999999824	0.491483425	32.03664266
10	GO:0007565~female_pregnancy	3	0.552486188	0.060175776	FOS, PRLHR, OXTR	50	110	13528	7.378909091	1	0.640855288	59.96251971
10	GO:0007610~behavior	5	0.920810313	0.089183051	FOS, PRLHR, OXTR, APBA2, CYR61	50	469	13528	2.884434968	1	0.733166783	74.78539124
10	GO:0007166~cell_surface_receptor_linked_signal_transduction	8	1.473296501	0.516630651	CALCB, FOS, PRLHR, NDP, LEFTY2, OXTR, ALK, GAP43	50	1856	13528	1.166206897	1	0.994836447	99.99779476
11	GO:0030054~cell_junction	7	1.289134438	0.010176272	SDC1, CBLN1, GRIA2, MYH2, OXTR, GAP43, GJB2	47	518	12782	3.675100633	0.76116362	0.511291109	11.36868981
11	GO:0044459~plasma_membrane_part	11	2.025782689	0.260790288	SDC1, CBLN1, COL23A1, PRLHR, GRIA2, MYH2, OXTR, CACNA1E, ALK, GAP43, GJB2	47	2203	12782	1.357935504	1	0.904653654	97.17128721
11	GO:0005886~plasma_membrane	16	2.946593002	0.376995611	COL23A1, PRLHR, MYH2, OXTR, ALK, GJB2, WISP2, KRT19, CBLN1, SDC1, GRIA2, APBA2, CACNA1E, STRA6, NEGR1, GAP43	47	3777	12782	1.152056963	1	0.921762737	99.6239901
12	GO:0019825~oxygen_binding	3	0.552486188	0.009281293	HBA2, HBA1, HBB, CYP4B1	45	43	12983	20.12868217	0.76868325	0.76868325	10.61610753
12	GO:0020037~heme_binding	3	0.552486188	0.063240075	HBA2, HBA1, HBB, CYP4B1	45	121	12983	7.153168044	0.999964873	0.967249757	54.44636155
12	GO:0046906~tetrapyrrole_binding	3	0.552486188	0.07071782	HBA2, HBA1, HBB, CYP4B1	45	129	12983	6.709560724	0.999990019	0.943792578	58.63528536
12	GO:0005506~iron_ion_binding	3	0.552486188	0.280548945	HBA2, HBA1, HBB, CYP4B1	45	308	12983	2.81017316	1	0.998438113	98.09939723
12	GO:0046914~transition_metal_ion_binding	8	1.473296501	0.862077207	OSR1, MMP9, ADH1B, HBA2, HBA1, HBB, KLF4, CYP4B1, MMP11	45	2785	12983	0.828757231	1	0.99999866	100
13	GO:0050804~regulation_of_synaptic_transmission	3	0.552486188	0.086909594	GRIA2, OXTR, VGF	50	136	13528	5.968235294	1	0.732125521	73.8410358
13	GO:0051969~regulation_of_transmission_of_nerve_impulse	3	0.552486188	0.099121845	GRIA2, OXTR, VGF	50	147	13528	5.521632653	1	0.76353928	78.55268699
13	GO:0031644~regulation_of_neurological_system_process	3	0.552486188	0.105977492	GRIA2, OXTR, VGF	50	153	13528	5.305098039	1	0.779603794	80.83795763
13	GO:0044057~regulation_of_system_process	3	0.552486188	0.308563112	GRIA2, OXTR, VGF	50	309	13528	2.626796117	1	0.965677035	99.56696629
14	GO:0030017~sarcomere	3	0.552486188	0.048421967	KRT19, ACTC1, MYH2	47	98	12782	8.325227964	0.99904012	0.685922966	44.32433246
14	GO:0030016~myofibril	3	0.552486188	0.06040929	KRT19, ACTC1, MYH2	47	111	12782	7.350201265	0.999837288	0.663931743	52.05937219
14	GO:0044449~contractile_fiber_part	3	0.552486188	0.062336315	KRT19, ACTC1, MYH2	47	113	12782	7.220109207	0.999877934	0.632567931	53.20671672
14	GO:0043292~contractile_fiber	3	0.552486188	0.070250217	KRT19, ACTC1, MYH2	47	121	12782	6.742746615	0.999962739	0.639317394	57.65996162
14	GO:0030029~actin_filament-based_process	3	0.552486188	0.217102112	KRT19, ACTC1, MYH2	50	241	13528	3.367966805	1	0.921963915	97.29439493
14	GO:0008092~cytoskeletal_protein_binding	4	0.73664825	0.24317653	SDC1, ACTC1, MYH2, DCX	45	504	12983	2.289770723	1	0.998067936	96.50377442
14	GO:0044430~cytoskeletal_part	5	0.920810313	0.451039061	KRT19, ACTC1, GRIA2, MYH2, DCX	47	952	12782	1.428347935	1	0.944714166	99.91550172
14	GO:0005856~cytoskeleton	5	0.920810313	0.747162979	KRT19, ACTC1, GRIA2, MYH2, DCX	47	1381	12782	0.984639561	1	0.997071827	99.999991
15	GO:0040007~growth	5	0.920810313	0.0042719	LEFTY2, APBA2, TNN, DCX, GAP43	50	183	13528	7.392349727	0.921365461	0.206400814	6.118882828
15	GO:0032989~cellular_component_morphogenesis	5	0.920810313	0.055023056	KRT19, ACTC1, TNN, DCX, GAP43	50	397	13528	3.407556675	1	0.638937963	56.60005131
15	GO:0007409~axonogenesis	3	0.552486188	0.154518665	TNN, DCX, GAP43	50	193	13528	4.205595855	1	0.858428353	91.5887131
15	GO:0048667~cell_morphogenesis_involved_in_neuron_differentiation	3	0.552486188	0.174997507	TNN, DCX, GAP43	50	209	13528	3.883636364	1	0.884210708	94.14125503
15	GO:0048812~neuron_projection_morphogenesis	3	0.552486188	0.180187115	TNN, DCX, GAP43	50	213	13528	3.810704225	1	0.887575197	94.66192293
15	GO:0000904~cell_morphogenesis_involved_in_differentiation	3	0.552486188	0.221104669	TNN, DCX, GAP43	50	244	13528	3.326557377	1	0.922625777	97.49139099
15	GO:0048858~cell_projection_morphogenesis	3	0.552486188	0.222440387	TNN, DCX, GAP43	50	245	13528	3.312979592	1	0.92058015	97.55409804
15	GO:0032990~cell_part_morphogenesis	3	0.552486188	0.237176553	TNN, DCX, GAP43	50	256	13528	3.170625	1	0.931451504	98.15549242
15	GO:0031175~neuron_projection_development	3	0.552486188	0.237176553	TNN, DCX, GAP43	50	256	13528	3.170625	1	0.931451504	98.15549242
15	GO:0048666~neuron_development	3	0.552486188	0.348596009	TNN, DCX, GAP43	50	339	13528	2.394336283	1	0.977630365	99.82032278
15	GO:0000902~cell_morphogenesis	3	0.552486188	0.370977468	TNN, DCX, GAP43	50	356	13528	2.28	1	0.981516738	99.89271422
15	GO:0030030~cell_projection_organization	3	0.552486188	0.38660589	TNN, DCX, GAP43	50	368	13528	2.205652174	1	0.984194112	99.92597362
15	GO:0030182~neuron_differentiation	3	0.552486188	0.474157774	TNN, DCX, GAP43	50	438	13528	1.853150685	1	0.992036285	99.9923631
15	GO:0006928~cell_motion	3	0.552486188	0.517452421	TNN, DCX, GAP43	50	475	13528	1.7088	1	0.994564807	99.99784942
16	GO:0044433~cytoplasmic_vesicle_part	4	0.73664825	0.029532777	GRIA2, LEFTY2, VGF, MMRN1	47	187	12782	5.817271589	0.984957428	0.649788403	29.79189861
16	GO:0030141~secretory_granule	3	0.552486188	0.136790416	LEFTY2, VGF, MMRN1	47	180	12782	4.532624113	0.999999999	0.723931268	82.3706914
16	GO:0016023~cytoplasmic_membrane-bounded_vesicle	4	0.73664825	0.317532899	GRIA2, LEFTY2, VGF, MMRN1	47	550	12782	1.97787234	1	0.921679016	98.89762543
16	GO:0031988~membrane-bounded_vesicle	4	0.73664825	0.335493298	GRIA2, LEFTY2, VGF, MMRN1	47	568	12782	1.915193287	1	0.925792038	99.19523533
16	GO:0031410~cytoplasmic_vesicle	4	0.73664825	0.408947303	GRIA2, LEFTY2, VGF, MMRN1	47	642	12782	1.694438921	1	0.93456056	99.79796987
16	GO:0031982~vesicle	4	0.73664825	0.436258094	GRIA2, LEFTY2, VGF, MMRN1	47	670	12782	1.623626548	1	0.94306208	99.88439007
17	GO:0004175~endopeptidase_activity	4	0.73664825	0.133485401	CAPN6, MMP9, TPSB2, MMP11	45	375	12983	3.077451852	1	0.976460225	82.17288351
17	GO:0070011~peptidase_activity,_acting_on_L-amino_acid_peptides	4	0.73664825	0.28470168	CAPN6, MMP9, TPSB2, MMP11	45	549	12983	2.102084598	1	0.997105256	98.2273104
17	GO:0008233~peptidase_activity	4	0.73664825	0.308092834	CAPN6, MMP9, TPSB2, MMP11	45	574	12983	2.010530391	1	0.99691858	98.81192786
17	GO:0006508~proteolysis	5	0.920810313	0.537193735	CAPN6, MMP9, ASB5, TPSB2, MMP11	50	1054	13528	1.283491461	1	0.995114374	99.99883856
18	GO:0043065~positive_regulation_of_apoptosis	3	0.552486188	0.464506447	HOXA13, DUSP1, MMP9	50	430	13528	1.887627907	1	0.992414219	99.99001344
18	GO:0043068~positive_regulation_of_programmed_cell_death	3	0.552486188	0.468137346	HOXA13, DUSP1, MMP9	50	433	13528	1.874549654	1	0.992330996	99.99096691
18	GO:0010942~positive_regulation_of_cell_death	3	0.552486188	0.470550201	HOXA13, DUSP1, MMP9	50	435	13528	1.865931034	1	0.992114676	99.99155283
18	GO:0042981~regulation_of_apoptosis	4	0.73664825	0.563670552	HOXA13, DUSP1, MMP9, HSPA1B	50	804	13528	1.346069652	1	0.996526218	99.99951286
18	GO:0043067~regulation_of_programmed_cell_death	4	0.73664825	0.570540176	HOXA13, DUSP1, MMP9, HSPA1B	50	812	13528	1.332807882	1	0.996671664	99.99961452
18	GO:0010941~regulation_of_cell_death	4	0.73664825	0.573100001	HOXA13, DUSP1, MMP9, HSPA1B	50	815	13528	1.32790184	1	0.996590124	99.99964706
19	GO:0043565~sequence-specific_DNA_binding	4	0.73664825	0.339117633	SHOX2, FOS, HOXA13, KLF4	45	607	12983	1.901226432	1	0.995567748	99.31601752
19	GO:0045944~positive_regulation_of_transcription_from_RNA_polymerase_II_promoter	3	0.552486188	0.390488639	FOS, HOXA13, KLF4	50	371	13528	2.187816712	1	0.984110312	99.93259192
19	GO:0051173~positive_regulation_of_nitrogen_compound_metabolic_process	4	0.73664825	0.41485964	FOS, HOXA13, HBB, KLF4	50	644	13528	1.680496894	1	0.987229784	99.96307376
19	GO:0003700~transcription_factor_activity	5	0.920810313	0.423276101	SHOX2, FOS, HOXA13, TFAP2C, KLF4	45	975	12983	1.47954416	1	0.995486661	99.86724503
19	GO:0031328~positive_regulation_of_cellular_biosynthetic_process	4	0.73664825	0.454757058	FOS, HOXA13, HBB, KLF4	50	685	13528	1.579912409	1	0.992315754	99.98696877
19	GO:0009891~positive_regulation_of_biosynthetic_process	4	0.73664825	0.464336367	FOS, HOXA13, HBB, KLF4	50	695	13528	1.557179856	1	0.992874326	99.98996656
19	GO:0006357~regulation_of_transcription_from_RNA_polymerase_II_promoter	4	0.73664825	0.494517672	FOS, HOXA13, TFAP2C, KLF4	50	727	13528	1.488638239	1	0.993690181	99.9957344
19	GO:0045893~positive_regulation_of_transcription,_DNA-dependent	3	0.552486188	0.519727503	FOS, HOXA13, KLF4	50	477	13528	1.70163522	1	0.994406764	99.99799421
19	GO:0051254~positive_regulation_of_RNA_metabolic_process	3	0.552486188	0.524257074	FOS, HOXA13, KLF4	50	481	13528	1.687484407	1	0.994435809	99.99825583
19	GO:0030528~transcription_regulator_activity	6	1.104972376	0.593321666	SHOX2, FOS, HOXA13, ADH1B, TFAP2C, KLF4	45	1512	12983	1.144885362	1	0.999609338	99.99801842
19	GO:0045941~positive_regulation_of_transcription	3	0.552486188	0.61184632	FOS, HOXA13, KLF4	50	564	13528	1.439148936	1	0.998061684	99.99991325
19	GO:0010628~positive_regulation_of_gene_expression	3	0.552486188	0.628248914	FOS, HOXA13, KLF4	50	581	13528	1.397039587	1	0.99843385	99.99995411
19	GO:0045935~positive_regulation_of_nucleobase,_nucleoside,_nucleotide_and_nucleic_acid_metabolic_process	3	0.552486188	0.667400907	FOS, HOXA13, KLF4	50	624	13528	1.300769231	1	0.999115977	99.99999111
19	GO:0010557~positive_regulation_of_macromolecule_biosynthetic_process	3	0.552486188	0.692760398	FOS, HOXA13, KLF4	50	654	13528	1.241100917	1	0.999375714	99.99999724
19	GO:0010604~positive_regulation_of_macromolecule_metabolic_process	3	0.552486188	0.82586541	FOS, HOXA13, KLF4	50	857	13528	0.947117853	1	0.999974948	100
19	GO:0006355~regulation_of_transcription,_DNA-dependent	5	0.920810313	0.899656518	SHOX2, FOS, HOXA13, TFAP2C, KLF4	50	1773	13528	0.763000564	1	0.999998659	100
19	GO:0051252~regulation_of_RNA_metabolic_process	5	0.920810313	0.909350991	SHOX2, FOS, HOXA13, TFAP2C, KLF4	50	1813	13528	0.746166575	1	0.999999152	100
19	GO:0003677~DNA_binding	5	0.920810313	0.968006939	SHOX2, FOS, HOXA13, TFAP2C, KLF4	45	2331	12983	0.618856952	1	0.999999923	100
19	GO:0045449~regulation_of_transcription	5	0.920810313	0.990724088	SHOX2, FOS, HOXA13, TFAP2C, KLF4	50	2601	13528	0.520107651	1	1	100
19	GO:0006350~transcription	3	0.552486188	0.997468827	HOXA13, TFAP2C, KLF4	50	2101	13528	0.386330319	1	1	100
