Source	Target
RpS7	RpS4
RpL4	RpS27
Prosalpha7	Rpt1
RpL18A	RpS16
RpS2	RpS13
RpS27	RpS15Aa
RpS10a	RpS4
Rpt2	Rpn12
RpL30	RpS10a
RpL11	RpL3
RpL30	RpL13
RpL10	RpS2
RpL26	RpS17
RpL26	RpS7
RpL4	sta
RpS3	RpS16
RpS3	RpS13
RpL30	RpS17
COX5A	COX4
RpS18	RpL13
Trip1	CG5642
RpS8	sta
RpS3	sta
RpS27	RpS4
RpS18	RpS10a
Rpn2	Rpn5
Rpn6	Rpt2
Cct5	Tcp-1eta
RpL18A	RpS17
RpS3A	RpL18A
RpS8	RpS18
RpS16	sta
RpS3	RpL3
RpS10a	RpS2
RpS8	RpS17
eIF3-S10	CG5642
Not3	Not1
Rpt4	Rpt6
RpS11	RpS23
RpS7	RpL10Ab
RpLP0	RpL26
Tango7	CG5642
RpL10	sta
RpS11	RpS4
RpS11	RpS17
RpL26	RpL3
Rpt4	Rpn3
RpL4	RpS14a
Prosalpha7	Rpn5
RpS18	RpS3
RpL4	RpL12
Prosbeta7	Rpn12
Rpt4	Rpn2
RpS8	RpS27
Rpn13	Rpn2
Rpt2	Rpt5
RpS3A	RpS15Aa
RpS7	RpS27
RpS8	RpL4
RpL13	RpS17
RpL30	RpS23
RpL13	RpL10Ab
RpL3	RpL10Ab
eIF3-S9	CG5642
RpS7	RpS23
RpS18	RpS17
RpS4	RpS12
RpS18	RpS2
RpS11	RpS15Aa
Rack1	RpS4
RpL10Ab	RpS16
RpS3A	RpL4
arm	alpha-Cat
RpL4	RpS13
RpS7	RpS13
Rack1	RpS16
Rack1	RpS3
RpS23	RpS3
RpLP0	RpL13
RpL11	RpS16
RpL30	RpS14a
Rpn3	Rpn5
Rack1	RpS3A
Rpn13	Rpt2
RpL10	RpS11
RpL10	RpL13
RpL12	RpS16
RpL11	RpL10Ab
RpL11	RpS18
RpLP0	RpS3
RpS3A	RpS10a
RpL13	RpS14a
RpS11	RpS6
RpLP0	RpS17
RpL26	RpS2
RpS2	RpS12
RpL18A	sta
RpL10	RpL18A
RpS2	RpS4
RpS23	RpS17
RpL11	RpL13
RpL11	RpS2
Rpn6	Rpn12
RpS3	RpL12
RpS11	RpS16
RpL10	RpS3A
RpL10	RpL10Ab
RpL3	sta
RpL4	RpS2
RpLP0	RpL11
RpS3A	RpS8
Rpt5	Prosbeta7
RpS11	RpS2
RpS2	RpL13
RpL4	RpS10a
RpS3A	RpS11
RpL3	RpL12
CG8258	Tcp-1eta
RpS18	RpS13
Rack1	RpL13
RpS3A	RpL10Ab
RpL10	RpS12
Rpt1	Rpt2
RpLP0	RpL10Ab
RpLP0	RpL18A
RpL11	RpS4
RpLP0	Rack1
RpL4	RpL10Ab
RpS7	RpS6
RpS11	RpL18A
RpS27	RpL10Ab
RpLP0	RpL3
Cct5	Cctgamma
RpS3	RpL13
RpL26	RpL18A
Rpt6	Rpn12
RpS27	RpS2
RpS11	RpS14a
Aats-asp	CG5394
RpL4	RpL13
RpS4	RpS6
RpL10	RpS27
RpL30	RpS18
Prosalpha7	Rpn2
RpS3A	RpL11
RpL10	RpS4
RpL11	RpS13
RpS10a	RpS6
Rpt2	Rpt6
Cct5	CG7033
RpS23	RpS16
RpS3	RpS14a
Rpn6	Rpn2
RpS3A	RpS16
RpL13	sta
Rack1	RpS18
TER94	Ufd1-like
RpL11	RpS12
RpL18A	RpL13
RpL10	RpS10a
RpS3A	RpS13
RpL26	RpS10a
RpL30	RpS13
RpS23	RpS15Aa
mRpS5	mRpS9
RpL30	sta
RpS7	RpL12
RpS3A	RpL30
RpL3	RpS13
CG8258	T-cp1
RpLP0	RpS13
CG8258	Tcp-1zeta
RpS16	RpS6
RpS12	RpS6
Rpt5	Rpt6
RpLP0	RpS2
RpS8	RpL11
CG5394	CG33123
RpS11	RpS27
RpS8	RpS23
RpL10Ab	sta
RpS23	RpL4
RpS7	RpL18A
RpL11	RpL12
RpS7	RpS16
RpS27	RpS12
RpS7	RpL4
RpL30	RpL18A
Rpn3	Rpt1
RpS12	sta
Rpn13	Rpt1
RpS18	RpL12
RpS23	RpL3
Rpn13	Rpt5
RpL30	RpL11
RpL10	RpS6
RpS11	RpS13
Rack1	RpS6
RpS23	RpS10a
RpS8	RpL13
RpLP0	RpL10
RpS3A	RpS3
RpL26	RpL10Ab
RpLP0	sta
RpS11	sta
Tango7	RpL4
eIF-3p66	eIF3-S9
eIF3-S9	Trip1
RpS10a	sta
Rpn6	Rpt5
Rpt2	Rpn5
RpL10Ab	RpS12
RpS8	RpS2
RpL11	RpS14a
Trip1	eIF3-S10
RpL10	RpL3
RpLP0	RpS4
Rpt4	Prosbeta7
Rack1	RpL10Ab
RpS27	RpS17
Rpn2	Rpt2
RpS11	RpL4
RpS14a	sta
RpS18	RpL10Ab
RpS7	RpL11
RpS8	RpL18A
RpS6	sta
RpS3A	RpS17
RpS17	RpS14a
RpLP0	RpS16
RpS18	RpS14a
RpS3A	RpL13
CG8258	Cctgamma
Cctgamma	CG7033
RpL26	RpS4
T-cp1	CG7033
RpS23	sta
RpS8	RpS15Aa
RpS2	sta
Rpt5	Rpn5
RpS17	RpS15Aa
RpS2	RpS14a
Tango7	RpS3
RpLP0	RpS12
RpS18	RpS4
RpL11	RpS27
Tango7	eIF3-S10
RpL13	RpS13
RpL4	RpL3
Rack1	RpL18A
RpS8	RpS7
RpL10	RpS13
RpS17	RpS4
Rpn6	Rpt6
Rpt4	Prosalpha7
RpL10Ab	RpS6
cpb	cpa
Rpn5	Rpn12
RpL3	RpS6
RpL4	RpS6
Tango7	eIF3-S9
RpS10a	RpL10Ab
eIF3-S9	RpS3
Rpn13	Rpt6
Rpt4	Rpt1
Rpn13	Uch-L5
Rpn13	Rpn5
Prosalpha7	Rpt6
Rpn2	Prosbeta7
Tango7	RpS16
Rpn3	Prosalpha7
Tango7	sta
Rpt1	Prosalpha6
Rpt1	Rpn12
Prosalpha7	Rpn12
eIF-3p66	eIF3-S10
Prosalpha1	Prosbeta7
Prosbeta7	Rpt6
RpL3	RpS15Aa
RpS15Aa	RpL12
mRpS18B	mRpS23
Tango7	RpS6
Gdi	Rab5
mRpS5	bonsai
Trip1	sta
RpS7	RpS15Aa
Rpn13	Rpn12
Aats-asp	Aats-ile
eIF-3p66	Tango7
RpS7	RpS14a
Rpn6	Prosbeta7
Bap55	mor
mRpS10	mRpS9
RpS7	RpS10a
mRpS9	mRpL12
Rpn13	Rpn6
RpS10a	RpS15Aa
mRpS10	bonsai
Rpt5	Prosalpha6
zip	sqh
COX5A	ND-PDSW
mRpS9	bonsai
RpS12	RpS15Aa
eIF3-S9	RpS4
Aats-asp	CG33123
Aats-asp	CG15100
Prosbeta7	Rpn5
Prosalpha7	Prosalpha1
eIF3-S9	RpS6
Prosalpha6	Rpt6
RpL30	RpS15Aa
RpS11	Trip1
mRpS5	mRpS10
Rpt4	Rpn13
eIF3-S9	RpS13
RpS3	eIF3-S10
RpS11	Tango7
Tango7	RpS4
RpS8	eIF3-S9
mRpS22	mRpS9
mRpS22	mRpS18B
RpL3	RpS14a
Rpn3	Prosbeta7
RpS3A	eIF3-S9
mRpS9	mRpS23
eIF3-S9	RpS2
RpL26	RpS15Aa
Tango7	RpS13
Bap55	pont
Rack1	RpS14a
RpL11	RpS15Aa
RpL18A	RpS14a
RpLP0	RpS10a
Rpn2	Prosalpha6
RpS13	Trip1
RpL10Ab	RpS14a
mRpS10	mRpL44
Trip1	RpS16
Rpn3	Prosalpha6
RpS7	Tango7
RpS2	Trip1
Trip1	RpS4
RpS8	eIF3-S8
Rpn6	Prosalpha6
Trip1	RpS12
RpL10	RpS14a
Rack1	RpS10a
RpS8	Trip1
mRpS9	mRpS18B
RpL4	RpS15Aa
RpL18A	RpS15Aa
Trip1	RpS6
mRpS35	mRpS5
mRpS7	mRpS5
RpS8	Tango7
RpL13	RpS15Aa
RpL10	RpS15Aa
RpL11	Trip1
mRpS10	mRpL12
RpS7	eIF3-S8
Rack1	RpS15Aa
mRpS5	mRpL12
RpL18A	Trip1
Hsp83	Hsc70-3
mRpL12	bonsai
RpS18	Trip1
mRpL44	bonsai
U2A	Prp8
RpS12	RpS14a
mRpS35	bonsai
eIF4G	eIF3-S9
eIF3-S9	RpS16
Elf	RpS2
eIF3-S10	sta
eIF4G	eIF3-S8
eIF3-S8	RpS3
RpS8	eIF3-S10
mRpS7	mRpS9
eIF3-S8	RpS6
RpL10Ab	RpS15Aa
mRpS7	mRpS18B
Prosalpha6	Rpn5
eIF3-S9	sta
mRpS35	mRpS22
Not1	me31B
Tango7	RpS12
Tango7	RpS18
mRpS5	mRpL44
CG4679	mRpS18B
mRpS7	mRpL12
Elf	RpS3A
TER94	p47
TER94	Rpt2
Rpn13	Prosalpha7
eIF3-S9	RpL4
RpLP0	RpS14a
RpS3A	Tango7
RpS7	eIF3-S9
RpS3	CG5642
Rad23	TER94
RpS3A	Trip1
Rpn13	Prosbeta7
RpL13	Trip1
Elf	RpS6
Tango7	RpS23
Tango7	RpS27
mRpS23	mRpS34
Aats-val	CG5394
CadN	arm
RpLP0	Trip1
Rpn13	Prosalpha6
Elf	RpS7
RpS11	eIF3-S9
eIF4G	eIF3-S10
CG4679	mRpS9
RpS7	Trip1
Rpn2	Uch-L5
eIF3-S9	RpL3
Elf	RpS18
Tango7	RpS2
Dhc64C	BicD
Rack1	Tango7
Tango7	RpL11
mRpS35	mRpS9
mRpS35	mRpS10
mRpS22	bonsai
CG4679	mRpS22
mRpS7	mRpS10
Trip1	RpL12
mRpS7	mRpS35
mRpS35	mRpS18B
Dhc64C	Khc
Hrs	Rab5
Elf	RpS23
RpS23	Trip1
Top2	smt3
mRpS35	mRpS23
RpL30	Trip1
mRpS18B	mRpL44
heph	SF2
mRpS5	CG4679
Mi-2	Rpd3
mRpS7	bonsai
RpLP0	RpS15Aa
mRpS22	mRpS23
CG4679	mRpS23
mRpS7	mRpS23
RpS3A	eIF3-S10
mRpS35	mRpL44
mRpS35	CG4679
Hsp83	TER94
Tango7	RpS10a
TER94	Rpt5
Elf	sta
eIF-3p66	RpS6
U2af50	U2A
mRpS5	mRpS22
Ilp3	Ilp2
mRpS5	mRpS23
eIF3-S8	RpS18
eIF3-S8	RpL4
RpS11	eIF3-S10
eIF3-S10	RpS4
Elf	RpS3
RpL3	Trip1
eIF3-S9	RpL11
eIF3-S9	RpL13
RpS27	eIF3-S10
Rack1	Trip1
Uch-L5	Rpn12
Hsp83	FKBP59
mRpS34	bonsai
Tango7	RpL3
RpS3A	eIF3-S8
mRpS7	CG4679
mRpS10	mRpS18B
COX4	ND-PDSW
eIF3-S8	RpS27
eIF3-S8	RpS16
mRpS9	mRpL44
Tango7	RpL18A
mRpS23	bonsai
eIF3-S8	RpS10a
mRpS10	mRpS34
eIF3-S10	RpS16
RpL4	eIF3-S10
U2af50	SF2
CG4679	mRpS10
eIF3-S9	RpS18
flr	tsr
eIF-3p66	RpL4
RpLP0	eIF3-S9
mRpS35	mRpS34
RpS13	eIF3-S10
eIF3-S8	RpS13
eIF3-S8	RpS4
mRpS7	mRpS34
mRpL44	mRpL12
RpS11	eIF3-S8
Dhc64C	robl
RpS2	eIF3-S10
Prosbeta7	Uch-L5
RpS11	mRpL12
Rpn3	TER94
CG4679	bonsai
mRpS18B	bonsai
RpLP0	eIF-3p66
eIF-3p66	RpS3
RpS27	Trip1
eIF3-S10	RpS6
Rpn6	Uch-L5
RpL26	Trip1
Rpn5	Uch-L5
Hsp83	CG8258
mRpS18B	mRpS34
Tango7	RpL13
SF2	mago
Rad23	Rpt2
RpS7	eIF3-S10
Trip1	RpL10Ab
Elf	RpS16
Rpn3	Uch-L5
RpL26	Tango7
RpS18	eIF3-S10
Elf	RpS13
Elf	RpS27
Rack1	eIF3-S9
CG5642	RpS4
Elf	RpS8
Elf	RpS11
eIF3-S9	RpS27
RpLP0	Tango7
mRpS22	mRpS34
Rad23	smt3
mRpS7	mRpS22
mRpS22	mRpL44
RpS23	eIF3-S10
mRpS7	mRpL44
eIF3-S9	RpS10a
ND-PDSW	CG7603
eIF-3p66	RpL18A
TER94	Rpt1
lqf	Hrs
RpL11	mRpL12
Prosalpha1	Rpt2
eIF-3p66	RpL3
Elf	eIF4G
Elf	RpS12
mRpS5	mRpS18B
Rac1	zip
mRpS10	mRpS23
eIF3-S8	RpS2
eIF-3p66	RpS2
betaTub56D	tubA84B
RpS3	mRpL12
eIF-3p66	RpS18
RpL4	CG5394
mRpS22	mRpS10
RpS18	mRpS9
RpS10a	Trip1
Elf	RpS10a
mRpS23	mRpL44
Prosalpha1	Prosalpha6
Rpt2	Uch-L5
mRpS23	mRpL12
Nacalpha	RpL4
eIF3-S9	RpS12
Prosalpha6	Uch-L5
RpL3	CG5642
mRpS5	mRpS34
eIF-3p66	RpL11
Rpt5	Uch-L5
RpS3A	eIF-3p66
eIF4G	alpha-Cat
RpL26	Elf
RpS10a	eIF3-S10
RpL18A	eIF3-S9
Abl	arm
Mtor	Rae1
eIF3-S9	RpL12
mRpS7	RpL30
RpS8	eIF-3p66
CG4679	mRpL44
eIF3-S8	sta
eIF-3p66	RpS4
mRpL44	mRpS34
Elf	RpS4
CG5642	RpS16
mRpS22	mRpL12
Elf	RpL4
eIF4G	RpS6
mRpS7	RpL11
Rpt4	Uch-L5
RpS8	CG5642
mRpS9	mRpS34
RpL4	CG5642
RpS13	CG5642
Elf	Rack1
mRpS7	RpS11
RpS3	mRpS9
arm	pont
Rpt1	Uch-L5
RpL11	mRpS9
Rpt6	Uch-L5
Prosalpha1	Rpt5
mRpS7	RpS3
RpS11	mRpS9
Iswi	mor
eIF3-S8	RpS12
Top2	Iswi
mRpS7	RpS2
Act79B	zip
eIF3-S10	RpS12
eIF3-S8	RpL3
eIF4G	Rbp2
mRpS18B	mRpL12
RpS7	CG5642
Nacalpha	RpS3
TER94	Rpn6
eIF-3p66	sta
mRpS35	mRpL12
Rac1	dock
RpS11	CG5642
Tango7	RpL12
mRpS7	RpS3A
SF2	Srp54
RpS18	mRpS10
Prosalpha7	Uch-L5
mRpS7	RpS18
Rac1	Abl
RpS23	eIF3-S8
BicD	Dlic
CG5642	RpS12
mRpS7	RpS23
Elf	RpL11
mRpS7	RpS27
Tango7	RpL10Ab
Rpt1	Prosalpha1
TER94	Rpn5
robl	Dlic
RpS18	mRpL12
mRpS7	RpL12
ade5	CG3011
eIF4G	Trip1
RpL30	Tango7
RpS23	eIF3-S9
mRpS5	RpS3
eIF3-S8	RpL13
CG5394	sta
mRpS7	RpL3
RpS18	CG5642
Hsp83	Rpt5
eIF-3p66	RpL12
mor	pont
U2A	mago
eIF-3p66	RpS7
Tango7	RpS17
cpb	Dlic
RpL30	eIF3-S9
Elf	RpL12
RpL10	eIF3-S9
Elf	RpL18A
Hsp83	Rpn3
RpL3	eIF3-S10
RpS10a	CG5642
eIF-3p66	RpL13
Dlic	cpa
mRpS7	RpS13
Fmr1	me31B
Fmr1	AGO1
Prp8	mago
AcCoAS	CG10932
eIF-3p66	RpL10Ab
CG5394	T-cp1
RpL10	eIF-3p66
RpLP0	mRpS7
eIF4G	CG5642
RpL18A	eIF3-S10
Nacalpha	RpL13
mRpS7	sta
Prosalpha1	Rpt6
RpLP0	mRpL12
Elf	RpL30
RpL10	Elf
RpS3A	CG5642
eIF4G	RpS3
Elf	RpL3
pont	Rpd3
Not3	me31B
mRpS9	RpS2
U2af50	Prp8
RpL10	mRpS7
mRpS7	RpS16
RpL18A	eIF3-S8
eIF3-S9	RpL10Ab
CG5642	sta
eIF4G	Tango7
CG5642	RpS6
RpS18	CG5394
Iswi	smt3
RpL26	mRpS7
RpS3	mRpS10
Rac1	Gdi
mRpS5	RpS18
mRpS5	RpS11
RpL3	mRpS9
RpL11	mRpS10
RpS27	CG5642
mRpS5	RpL11
RpS11	mRpS10
mRpS10	sta
eIF-3p66	RpS13
mRpS7	RpS7
mub	SF2
mRpS7	RpS6
mRpS7	RpS8
arm	Rpd3
Khc	betaTub56D
Hsp83	Rpt1
eIF4G	mago
Prosalpha1	Rpn5
mRpL12	RpL12
CG8258	Rpn5
mRpS7	RpL13
crc	Hsc70-3
RpLP0	eIF3-S10
Ufd1-like	Usp5
RpL11	CG5394
Nacalpha	RpS17
Hsp83	Rpn5
Rpt1	CG8258
CG5394	RpS3
RpL30	eIF-3p66
RpL10	Trip1
RpS3A	mago
SF2	Prp8
Rbp2	CG5642
CG8258	Rpn6
RpL10	Tango7
RpS2	CG5642
RpS3	bonsai
Rpn3	Prosalpha1
Rbp2	eIF-3p66
mRpS5	RpS6
AGO1	me31B
lqf	Rab5
Elf	RpL13
RpS8	Nacalpha
RpL30	mRpS10
bonsai	RpS6
U2af50	heph
RpS18	bonsai
Iswi	Rpd3
RpS3A	bonsai
Rbp2	RpS2
Elf	mago
Prosalpha1	Rpn6
Rbp2	Trip1
CG8258	Rpt5
eIF-3p66	RpS10a
Khc	Klp10A
RpLP0	Elf
Bap55	Uch-L5
heph	mub
RpS11	bonsai
RpS17	bonsai
RpS2	mRpL12
eIF-3p66	RpS23
fne	heph
RpL10Ab	CG5642
mago	RpS6
CG11876	AcCoAS
RpL26	eIF3-S8
RpL13	eIF3-S10
EfTuM	RpL11
mRpS7	RpS17
mRpS7	RpS4
RpL26	eIF-3p66
fne	mub
Hsp83	Rpn6
RpL11	bonsai
fne	SF2
mRpS10	RpS6
CG8258	Trip1
Rbp2	RpS16
RpLP0	eIF3-S8
Rack1	eIF3-S10
Rbp2	RpL4
Rbp2	RpS6
mRpS9	RpL12
eIF-3p66	RpS27
Rbp2	RpS18
mRpS5	RpS17
mRpS10	RpS17
RpL26	mRpL12
RpL11	CG5642
RpL3	mRpL12
RpLP0	CG5642
RpS23	mRpS9
RpL11	eIF3-S10
Aats-val	CG15100
pont	Uch-L5
Rpt5	Ufd1-like
mRpS7	Rack1
eIF-3p66	RpS11
RpLP0	mago
RpL18A	CG5642
EfTuM	mRpL12
Mtor	smt3
Dhc64C	cpb
mRpL12	RpS15Aa
eIF-3p66	RpS16
EfTuM	RpS3
mRpS5	RpS4
RpL18A	bonsai
eIF-3p66	RpS12
Rbp2	sta
LpR2	Rab5
mRpL12	mRpS34
eIF4G	eIF-3p66
Rae1	mago
Prosalpha1	Rpn12
Rbp2	RpS23
eIF3-S8	RpL11
Rbp2	RpS13
mago	sta
CG5394	RpL3
Cct5	RpL4
Rpt4	arm
Rbp2	Tango7
RpL26	eIF3-S9
TER94	CG8258
CG5642	RpL12
SF2	U2A
mRpS9	RpS15Aa
mRpS7	RpL18A
mRpS5	RpL13
Gdi	TER94
RpS23	mRpL12
Rbp2	RpS7
Hsp83	Rac1
Rpt4	Prosalpha1
Rbp2	RpL12
mRpS7	RpS14a
Hsp83	Gdi
Rbp2	RpS12
RpS11	CG5394
Rad23	Rpn13
U2af50	mub
Rbp2	RpL3
Dhc64C	cpa
mRpS9	RpS13
Rbp2	RpS10a
CG4679	mRpL12
Rbp2	RpS27
arm	emb
eIF3-S10	RpL12
Abl	alpha-Cat
RpS3	mago
mRpS9	sta
CadN	alpha-Cat
Rbp2	eIF3-S8
Rbp2	RpL13
RpL30	Rbp2
Rbp2	eIF3-S10
eIF3-S8	RpL10Ab
Rbp2	RpL11
RpL26	Rbp2
RpL26	mRpS9
RpS16	mago
RpL4	mago
Elf	RpL10Ab
eIF3-S10	RpL10Ab
pont	Rpt6
mRpS5	RpL18A
mRpS7	RpL10Ab
CG5394	Cctgamma
RpLP0	Rbp2
RpL13	CG5642
mRpS7	RpS15Aa
RpS11	EfTuM
Rbp2	RpS11
Rpn3	CG8258
Fmr1	TER94
Rbp2	eIF3-S9
RpL30	mRpS5
RpL30	CG5642
U2A	Srp54
RpL30	eIF3-S10
RpLP0	mRpS9
RpL10	CG5642
mRpS5	EfTuM
RpS13	mago
TER94	me31B
RpS4	bonsai
RpS23	CG5642
RpL13	mago
Elf	eIF3-S10
Rbp2	RpS3
U2af50	mago
heph	Prp8
eIF4G	RpS2
heph	mago
U2af50	Srp54
RpL10	eIF3-S8
ninaC	zip
Rad23	Iswi
Hsp83	cpb
RpL26	eIF3-S10
bai	cpb
RpS8	Rbp2
mub	Prp8
RpS2	mago
eIF4G	RpS8
U2af50	fne
RpL10	eIF3-S10
mRpL12	sta
smt3	Rae1
Gdi	Rpn3
Rbp2	RpL18A
CG5394	RpS4
eIF3-S8	RpL12
RpL26	mago
RpS18	mago
Rab5	Ost48
Prosalpha1	Rpn2
Rack1	mRpS10
eIF4G	RpS11
Gdi	Rpn6
RpL26	CG5642
RpS11	mago
RpS3A	eIF4G
RpL30	mago
RpS4	mago
RpS23	mago
heph	U2A
RpL11	mago
RpS7	bonsai
RpL10	Rbp2
RpL26	eIF4G
Hsc70-3	Rae1
TER94	Rpn2
Gdi	CG8258
Rack1	bonsai
eIF4G	RpL10Ab
LpR2	lqf
eIF4G	RpL3
Gdi	Rpn5
RpS3A	mRpS10
EfTuM	mRpS9
Rad23	pont
RpL10	mago
Gdi	Rpt5
RpLP0	eIF4G
eIF4G	RpS13
RpS27	mago
arm	Rpt2
arm	Rpt5
eIF4G	RpS18
